"estado","nome","partido","coligacao","votos","cargo","ano","turno"
"Amazonas","Jose Maria Eymael ","PSDC","PSDC",1357,"Presidente",2010,"Turno 1"
"Roraima","Jose Maria Eymael ","PSDC","PSDC",423,"Presidente",2010,"Turno 1"
"Pará","Jose Maria Eymael ","PSDC","PSDC",1870,"Presidente",2010,"Turno 1"
"Amapá","Jose Maria Eymael ","PSDC","PSDC",451,"Presidente",2010,"Turno 1"
"Tocantins","Jose Maria Eymael ","PSDC","PSDC",496,"Presidente",2010,"Turno 1"
"Maranhão","Jose Maria Eymael ","PSDC","PSDC",2089,"Presidente",2010,"Turno 1"
"Piauí","Jose Maria Eymael ","PSDC","PSDC",1222,"Presidente",2010,"Turno 1"
"Ceará","Jose Maria Eymael ","PSDC","PSDC",3792,"Presidente",2010,"Turno 1"
"R. G. do Norte","Jose Maria Eymael ","PSDC","PSDC",1595,"Presidente",2010,"Turno 1"
"Paraíba","Jose Maria Eymael ","PSDC","PSDC",1490,"Presidente",2010,"Turno 1"
"Pernambuco","Jose Maria Eymael ","PSDC","PSDC",2648,"Presidente",2010,"Turno 1"
"Alagoas","Jose Maria Eymael ","PSDC","PSDC",835,"Presidente",2010,"Turno 1"
"Sergipe","Jose Maria Eymael ","PSDC","PSDC",867,"Presidente",2010,"Turno 1"
"Bahia","Jose Maria Eymael ","PSDC","PSDC",3415,"Presidente",2010,"Turno 1"
"Minas Gerais","Jose Maria Eymael ","PSDC","PSDC",9706,"Presidente",2010,"Turno 1"
"Espirito Santo","Jose Maria Eymael ","PSDC","PSDC",2354,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","Jose Maria Eymael ","PSDC","PSDC",18058,"Presidente",2010,"Turno 1"
"São Paulo","Jose Maria Eymael ","PSDC","PSDC",14684,"Presidente",2010,"Turno 1"
"Paraná","Jose Maria Eymael ","PSDC","PSDC",4638,"Presidente",2010,"Turno 1"
"Santa Catarina","Jose Maria Eymael ","PSDC","PSDC",3414,"Presidente",2010,"Turno 1"
"R. G. do Sul","Jose Maria Eymael ","PSDC","PSDC",5444,"Presidente",2010,"Turno 1"
"M. G. do Sul","Jose Maria Eymael ","PSDC","PSDC",805,"Presidente",2010,"Turno 1"
"Mato Grosso","Jose Maria Eymael ","PSDC","PSDC",912,"Presidente",2010,"Turno 1"
"Goiás","Jose Maria Eymael ","PSDC","PSDC",2632,"Presidente",2010,"Turno 1"
"Distrito Federal","Jose Maria Eymael ","PSDC","PSDC",2218,"Presidente",2010,"Turno 1"
"TOTAL","Jose Maria Eymael ","PSDC","PSDC",88951,"Presidente",2010,"Turno 1"
"Rondônia","José Maria de Almeida ","PSTU","PSTU",448,"Presidente",2010,"Turno 1"
"Acre","José Maria de Almeida ","PSTU","PSTU",115,"Presidente",2010,"Turno 1"
"Amazonas","José Maria de Almeida ","PSTU","PSTU",1035,"Presidente",2010,"Turno 1"
"Roraima","José Maria de Almeida ","PSTU","PSTU",147,"Presidente",2010,"Turno 1"
"Pará","José Maria de Almeida ","PSTU","PSTU",4489,"Presidente",2010,"Turno 1"
"Amapá","José Maria de Almeida ","PSTU","PSTU",689,"Presidente",2010,"Turno 1"
"Tocantins","José Maria de Almeida ","PSTU","PSTU",257,"Presidente",2010,"Turno 1"
"Maranhão","José Maria de Almeida ","PSTU","PSTU",3183,"Presidente",2010,"Turno 1"
"Piauí","José Maria de Almeida ","PSTU","PSTU",1225,"Presidente",2010,"Turno 1"
"Ceará","José Maria de Almeida ","PSTU","PSTU",3287,"Presidente",2010,"Turno 1"
"R. G. do Norte","José Maria de Almeida ","PSTU","PSTU",1407,"Presidente",2010,"Turno 1"
"Paraíba","José Maria de Almeida ","PSTU","PSTU",1023,"Presidente",2010,"Turno 1"
"Pernambuco","José Maria de Almeida ","PSTU","PSTU",2540,"Presidente",2010,"Turno 1"
"Alagoas","José Maria de Almeida ","PSTU","PSTU",887,"Presidente",2010,"Turno 1"
"Sergipe","José Maria de Almeida ","PSTU","PSTU",1296,"Presidente",2010,"Turno 1"
"Bahia","José Maria de Almeida ","PSTU","PSTU",3658,"Presidente",2010,"Turno 1"
"Minas Gerais","José Maria de Almeida ","PSTU","PSTU",9196,"Presidente",2010,"Turno 1"
"Espirito Santo","José Maria de Almeida ","PSTU","PSTU",917,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","José Maria de Almeida ","PSTU","PSTU",14654,"Presidente",2010,"Turno 1"
"São Paulo","José Maria de Almeida ","PSTU","PSTU",17584,"Presidente",2010,"Turno 1"
"Paraná","José Maria de Almeida ","PSTU","PSTU",3929,"Presidente",2010,"Turno 1"
"Santa Catarina","José Maria de Almeida ","PSTU","PSTU",3248,"Presidente",2010,"Turno 1"
"R. G. do Sul","José Maria de Almeida ","PSTU","PSTU",4821,"Presidente",2010,"Turno 1"
"M. G. do Sul","José Maria de Almeida ","PSTU","PSTU",715,"Presidente",2010,"Turno 1"
"Mato Grosso","José Maria de Almeida ","PSTU","PSTU",555,"Presidente",2010,"Turno 1"
"Goiás","José Maria de Almeida ","PSTU","PSTU",1659,"Presidente",2010,"Turno 1"
"Distrito Federal","José Maria de Almeida ","PSTU","PSTU",1033,"Presidente",2010,"Turno 1"
"TOTAL","José Maria de Almeida ","PSTU","PSTU",83997,"Presidente",2010,"Turno 1"
"Rondônia","Jose Levy Fidelix da Cruz ","PRTB","PRTB",509,"Presidente",2010,"Turno 1"
"Acre","Jose Levy Fidelix da Cruz ","PRTB","PRTB",171,"Presidente",2010,"Turno 1"
"Amazonas","Jose Levy Fidelix da Cruz ","PRTB","PRTB",687,"Presidente",2010,"Turno 1"
"Roraima","Jose Levy Fidelix da Cruz ","PRTB","PRTB",261,"Presidente",2010,"Turno 1"
"Pará","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1163,"Presidente",2010,"Turno 1"
"Amapá","Jose Levy Fidelix da Cruz ","PRTB","PRTB",412,"Presidente",2010,"Turno 1"
"Tocantins","Jose Levy Fidelix da Cruz ","PRTB","PRTB",315,"Presidente",2010,"Turno 1"
"Maranhão","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1077,"Presidente",2010,"Turno 1"
"Piauí","Jose Levy Fidelix da Cruz ","PRTB","PRTB",606,"Presidente",2010,"Turno 1"
"Ceará","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1736,"Presidente",2010,"Turno 1"
"R. G. do Norte","Jose Levy Fidelix da Cruz ","PRTB","PRTB",697,"Presidente",2010,"Turno 1"
"Paraíba","Jose Levy Fidelix da Cruz ","PRTB","PRTB",717,"Presidente",2010,"Turno 1"
"Pernambuco","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1814,"Presidente",2010,"Turno 1"
"Alagoas","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1825,"Presidente",2010,"Turno 1"
"Sergipe","Jose Levy Fidelix da Cruz ","PRTB","PRTB",731,"Presidente",2010,"Turno 1"
"Bahia","Jose Levy Fidelix da Cruz ","PRTB","PRTB",2644,"Presidente",2010,"Turno 1"
"Minas Gerais","Jose Levy Fidelix da Cruz ","PRTB","PRTB",6342,"Presidente",2010,"Turno 1"
"Espirito Santo","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1343,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","Jose Levy Fidelix da Cruz ","PRTB","PRTB",7053,"Presidente",2010,"Turno 1"
"São Paulo","Jose Levy Fidelix da Cruz ","PRTB","PRTB",13573,"Presidente",2010,"Turno 1"
"Paraná","Jose Levy Fidelix da Cruz ","PRTB","PRTB",3914,"Presidente",2010,"Turno 1"
"Santa Catarina","Jose Levy Fidelix da Cruz ","PRTB","PRTB",2431,"Presidente",2010,"Turno 1"
"R. G. do Sul","Jose Levy Fidelix da Cruz ","PRTB","PRTB",3497,"Presidente",2010,"Turno 1"
"M. G. do Sul","Jose Levy Fidelix da Cruz ","PRTB","PRTB",688,"Presidente",2010,"Turno 1"
"Mato Grosso","Jose Levy Fidelix da Cruz ","PRTB","PRTB",510,"Presidente",2010,"Turno 1"
"Goiás","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1894,"Presidente",2010,"Turno 1"
"Distrito Federal","Jose Levy Fidelix da Cruz ","PRTB","PRTB",1123,"Presidente",2010,"Turno 1"
"TOTAL","Jose Levy Fidelix da Cruz ","PRTB","PRTB",57733,"Presidente",2010,"Turno 1"
"Rondônia","Ivan Martins Pinheiro ","PCB","PCB",285,"Presidente",2010,"Turno 1"
"Acre","Ivan Martins Pinheiro ","PCB","PCB",61,"Presidente",2010,"Turno 1"
"Amazonas","Ivan Martins Pinheiro ","PCB","PCB",506,"Presidente",2010,"Turno 1"
"Roraima","Ivan Martins Pinheiro ","PCB","PCB",48,"Presidente",2010,"Turno 1"
"Pará","Ivan Martins Pinheiro ","PCB","PCB",736,"Presidente",2010,"Turno 1"
"Amapá","Ivan Martins Pinheiro ","PCB","PCB",282,"Presidente",2010,"Turno 1"
"Tocantins","Ivan Martins Pinheiro ","PCB","PCB",248,"Presidente",2010,"Turno 1"
"Maranhão","Ivan Martins Pinheiro ","PCB","PCB",1468,"Presidente",2010,"Turno 1"
"Piauí","Ivan Martins Pinheiro ","PCB","PCB",705,"Presidente",2010,"Turno 1"
"Ceará","Ivan Martins Pinheiro ","PCB","PCB",1632,"Presidente",2010,"Turno 1"
"R. G. do Norte","Ivan Martins Pinheiro ","PCB","PCB",836,"Presidente",2010,"Turno 1"
"Paraíba","Ivan Martins Pinheiro ","PCB","PCB",1052,"Presidente",2010,"Turno 1"
"Pernambuco","Ivan Martins Pinheiro ","PCB","PCB",1474,"Presidente",2010,"Turno 1"
"Alagoas","Ivan Martins Pinheiro ","PCB","PCB",857,"Presidente",2010,"Turno 1"
"Sergipe","Ivan Martins Pinheiro ","PCB","PCB",736,"Presidente",2010,"Turno 1"
"Bahia","Ivan Martins Pinheiro ","PCB","PCB",3016,"Presidente",2010,"Turno 1"
"Minas Gerais","Ivan Martins Pinheiro ","PCB","PCB",3921,"Presidente",2010,"Turno 1"
"Espirito Santo","Ivan Martins Pinheiro ","PCB","PCB",473,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","Ivan Martins Pinheiro ","PCB","PCB",5158,"Presidente",2010,"Turno 1"
"São Paulo","Ivan Martins Pinheiro ","PCB","PCB",7324,"Presidente",2010,"Turno 1"
"Paraná","Ivan Martins Pinheiro ","PCB","PCB",2302,"Presidente",2010,"Turno 1"
"Santa Catarina","Ivan Martins Pinheiro ","PCB","PCB",1132,"Presidente",2010,"Turno 1"
"R. G. do Sul","Ivan Martins Pinheiro ","PCB","PCB",1893,"Presidente",2010,"Turno 1"
"M. G. do Sul","Ivan Martins Pinheiro ","PCB","PCB",390,"Presidente",2010,"Turno 1"
"Mato Grosso","Ivan Martins Pinheiro ","PCB","PCB",475,"Presidente",2010,"Turno 1"
"Goiás","Ivan Martins Pinheiro ","PCB","PCB",1418,"Presidente",2010,"Turno 1"
"Distrito Federal","Ivan Martins Pinheiro ","PCB","PCB",430,"Presidente",2010,"Turno 1"
"TOTAL","Ivan Martins Pinheiro ","PCB","PCB",38858,"Presidente",2010,"Turno 1"
"Rondônia","Rui Costa Pimenta ","PCO","PCO",96,"Presidente",2010,"Turno 1"
"Acre","Rui Costa Pimenta ","PCO","PCO",17,"Presidente",2010,"Turno 1"
"Amazonas","Rui Costa Pimenta ","PCO","PCO",68,"Presidente",2010,"Turno 1"
"Roraima","Rui Costa Pimenta ","PCO","PCO",47,"Presidente",2010,"Turno 1"
"Pará","Rui Costa Pimenta ","PCO","PCO",180,"Presidente",2010,"Turno 1"
"Amapá","Rui Costa Pimenta ","PCO","PCO",28,"Presidente",2010,"Turno 1"
"Tocantins","Rui Costa Pimenta ","PCO","PCO",66,"Presidente",2010,"Turno 1"
"Maranhão","Rui Costa Pimenta ","PCO","PCO",151,"Presidente",2010,"Turno 1"
"Piauí","Rui Costa Pimenta ","PCO","PCO",131,"Presidente",2010,"Turno 1"
"Ceará","Rui Costa Pimenta ","PCO","PCO",298,"Presidente",2010,"Turno 1"
"R. G. do Norte","Rui Costa Pimenta ","PCO","PCO",200,"Presidente",2010,"Turno 1"
"Paraíba","Rui Costa Pimenta ","PCO","PCO",280,"Presidente",2010,"Turno 1"
"Pernambuco","Rui Costa Pimenta ","PCO","PCO",266,"Presidente",2010,"Turno 1"
"Alagoas","Rui Costa Pimenta ","PCO","PCO",123,"Presidente",2010,"Turno 1"
"Sergipe","Rui Costa Pimenta ","PCO","PCO",135,"Presidente",2010,"Turno 1"
"Bahia","Rui Costa Pimenta ","PCO","PCO",639,"Presidente",2010,"Turno 1"
"Minas Gerais","Rui Costa Pimenta ","PCO","PCO",1868,"Presidente",2010,"Turno 1"
"Espirito Santo","Rui Costa Pimenta ","PCO","PCO",315,"Presidente",2010,"Turno 1"
"Rio de Janeiro ","Rui Costa Pimenta ","PCO","PCO",1442,"Presidente",2010,"Turno 1"
"São Paulo","Rui Costa Pimenta ","PCO","PCO",3134,"Presidente",2010,"Turno 1"
"Paraná","Rui Costa Pimenta ","PCO","PCO",461,"Presidente",2010,"Turno 1"
"Santa Catarina","Rui Costa Pimenta ","PCO","PCO",550,"Presidente",2010,"Turno 1"
"R. G. do Sul","Rui Costa Pimenta ","PCO","PCO",778,"Presidente",2010,"Turno 1"
"M. G. do Sul","Rui Costa Pimenta ","PCO","PCO",108,"Presidente",2010,"Turno 1"
"Mato Grosso","Rui Costa Pimenta ","PCO","PCO",118,"Presidente",2010,"Turno 1"
"Goiás","Rui Costa Pimenta ","PCO","PCO",271,"Presidente",2010,"Turno 1"
"Distrito Federal","Rui Costa Pimenta ","PCO","PCO",365,"Presidente",2010,"Turno 1"
"TOTAL","Rui Costa Pimenta ","PCO","PCO",12039,"Presidente",2010,"Turno 1"
"Rondônia","Dilma Rousseff ","PT","PT",347138,"Presidente",2010,"Turno 2"
"Acre","Dilma Rousseff ","PT","PT",96969,"Presidente",2010,"Turno 2"
"Amazonas","Dilma Rousseff ","PT","PT",1141607,"Presidente",2010,"Turno 2"
"Roraima","Dilma Rousseff ","PT","PT",71280,"Presidente",2010,"Turno 2"
"Pará","Dilma Rousseff ","PT","PT",1791443,"Presidente",2010,"Turno 2"
"Amapá","Dilma Rousseff ","PT","PT",198644,"Presidente",2010,"Turno 2"
"Tocantins","Dilma Rousseff ","PT","PT",391279,"Presidente",2010,"Turno 2"
"Maranhão","Dilma Rousseff ","PT","PT",2294146,"Presidente",2010,"Turno 2"
"Piauí","Dilma Rousseff ","PT","PT",1112380,"Presidente",2010,"Turno 2"
"Ceará","Dilma Rousseff ","PT","PT",3288570,"Presidente",2010,"Turno 2"
"R. G. do Norte","Dilma Rousseff ","PT","PT",979772,"Presidente",2010,"Turno 2"
"Paraíba","Dilma Rousseff ","PT","PT",1229391,"Presidente",2010,"Turno 2"
"Pernambuco","Dilma Rousseff ","PT","PT",3457953,"Presidente",2010,"Turno 2"
"Alagoas","Dilma Rousseff ","PT","PT",737236,"Presidente",2010,"Turno 2"
"Sergipe","Dilma Rousseff ","PT","PT",568862,"Presidente",2010,"Turno 2"
"Bahia","Dilma Rousseff ","PT","PT",4737079,"Presidente",2010,"Turno 2"
"Minas Gerais","Dilma Rousseff ","PT","PT",6220125,"Presidente",2010,"Turno 2"
"Espirito Santo","Dilma Rousseff ","PT","PT",924046,"Presidente",2010,"Turno 2"
"Rio de Janeiro ","Dilma Rousseff ","PT","PT",4934077,"Presidente",2010,"Turno 2"
"São Paulo","Dilma Rousseff ","PT","PT",10462447,"Presidente",2010,"Turno 2"
"Paraná","Dilma Rousseff ","PT","PT",2593086,"Presidente",2010,"Turno 2"
"Santa Catarina","Dilma Rousseff ","PT","PT",1556226,"Presidente",2010,"Turno 2"
"R. G. do Sul","Dilma Rousseff ","PT","PT",3117761,"Presidente",2010,"Turno 2"
"M. G. do Sul","Dilma Rousseff ","PT","PT",555283,"Presidente",2010,"Turno 2"
"Mato Grosso","Dilma Rousseff ","PT","PT",729747,"Presidente",2010,"Turno 2"
"Goiás","Dilma Rousseff ","PT","PT",1446178,"Presidente",2010,"Turno 2"
"Distrito Federal","Dilma Rousseff ","PT","PT",708674,"Presidente",2010,"Turno 2"
"TOTAL","Dilma Rousseff ","PT","PT",55691399,"Presidente",2010,"Turno 2"
"Rondônia","José Serra ","PSDB","PSDB",385735,"Presidente",2010,"Turno 2"
"Acre","José Serra ","PSDB","PSDB",222766,"Presidente",2010,"Turno 2"
"Amazonas","José Serra ","PSDB","PSDB",275333,"Presidente",2010,"Turno 2"
"Roraima","José Serra ","PSDB","PSDB",141896,"Presidente",2010,"Turno 2"
"Pará","José Serra ","PSDB","PSDB",1576154,"Presidente",2010,"Turno 2"
"Amapá","José Serra ","PSDB","PSDB",118360,"Presidente",2010,"Turno 2"
"Tocantins","José Serra ","PSDB","PSDB",273306,"Presidente",2010,"Turno 2"
"Maranhão","José Serra ","PSDB","PSDB",606449,"Presidente",2010,"Turno 2"
"Piauí","José Serra ","PSDB","PSDB",477092,"Presidente",2010,"Turno 2"
"Ceará","José Serra ","PSDB","PSDB",962729,"Presidente",2010,"Turno 2"
"R. G. do Norte","José Serra ","PSDB","PSDB",665726,"Presidente",2010,"Turno 2"
"Paraíba","José Serra ","PSDB","PSDB",767919,"Presidente",2010,"Turno 2"
"Pernambuco","José Serra ","PSDB","PSDB",1113235,"Presidente",2010,"Turno 2"
"Alagoas","José Serra ","PSDB","PSDB",637368,"Presidente",2010,"Turno 2"
"Sergipe","José Serra ","PSDB","PSDB",493280,"Presidente",2010,"Turno 2"
"Bahia","José Serra ","PSDB","PSDB",1948584,"Presidente",2010,"Turno 2"
"Minas Gerais","José Serra ","PSDB","PSDB",4422294,"Presidente",2010,"Turno 2"
"Espirito Santo","José Serra ","PSDB","PSDB",955423,"Presidente",2010,"Turno 2"
"Rio de Janeiro ","José Serra ","PSDB","PSDB",3223891,"Presidente",2010,"Turno 2"
"São Paulo","José Serra ","PSDB","PSDB",12308483,"Presidente",2010,"Turno 2"
"Paraná","José Serra ","PSDB","PSDB",3226216,"Presidente",2010,"Turno 2"
"Santa Catarina","José Serra ","PSDB","PSDB",2030135,"Presidente",2010,"Turno 2"
"R. G. do Sul","José Serra ","PSDB","PSDB",3237207,"Presidente",2010,"Turno 2"
"M. G. do Sul","José Serra ","PSDB","PSDB",682305,"Presidente",2010,"Turno 2"
"Mato Grosso","José Serra ","PSDB","PSDB",762905,"Presidente",2010,"Turno 2"
"Goiás","José Serra ","PSDB","PSDB",1490368,"Presidente",2010,"Turno 2"
"Distrito Federal","José Serra ","PSDB","PSDB",633299,"Presidente",2010,"Turno 2"
"TOTAL","José Serra ","PSDB","PSDB",43638458,"Presidente",2010,"Turno 2"
"Rondônia","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",345167,"Presidente",2014,"Turno 1"
"Acre","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",111610,"Presidente",2014,"Turno 1"
"Amazonas","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",915030,"Presidente",2014,"Turno 1"
"Roraima","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",82857,"Presidente",2014,"Turno 1"
"Pará","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",2040696,"Presidente",2014,"Turno 1"
"Amapá","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",198939,"Presidente",2014,"Turno 1"
"Tocantins","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",368348,"Presidente",2014,"Turno 1"
"Maranhão","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",2187668,"Presidente",2014,"Turno 1"
"Piauí","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",1235203,"Presidente",2014,"Turno 1"
"Ceará","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",3087115,"Presidente",2014,"Turno 1"
"R. G. do Norte","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",999452,"Presidente",2014,"Turno 1"
"Paraíba","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",1166632,"Presidente",2014,"Turno 1"
"Pernambuco","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",2126491,"Presidente",2014,"Turno 1"
"Alagoas","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",703674,"Presidente",2014,"Turno 1"
"Sergipe","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",601578,"Presidente",2014,"Turno 1"
"Bahia","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",4292325,"Presidente",2014,"Turno 1"
"Minas Gerais","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",4829513,"Presidente",2014,"Turno 1"
"Espirito Santo","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",653469,"Presidente",2014,"Turno 1"
"Rio de Janeiro ","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",2970486,"Presidente",2014,"Turno 1"
"São Paulo","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",5927503,"Presidente",2014,"Turno 1"
"Paraná","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",1972761,"Presidente",2014,"Turno 1"
"Santa Catarina","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",1140432,"Presidente",2014,"Turno 1"
"R. G. do Sul","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",2751098,"Presidente",2014,"Turno 1"
"M. G. do Sul","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",506951,"Presidente",2014,"Turno 1"
"Mato Grosso","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",616265,"Presidente",2014,"Turno 1"
"Goiás","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",1035673,"Presidente",2014,"Turno 1"
"Distrito Federal","Dilma Rousseff ","PT","PT PT PMDB PSD PP PR PROS PDT PC B PRB",362511,"Presidente",2014,"Turno 1"
"Rondônia","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",371692,"Presidente",2014,"Turno 1"
"Acre","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",116015,"Presidente",2014,"Turno 1"
"Amazonas","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",325734,"Presidente",2014,"Turno 1"
"Roraima","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",108903,"Presidente",2014,"Turno 1"
"Pará","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",1057860,"Presidente",2014,"Turno 1"
"Amapá","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",99046,"Presidente",2014,"Turno 1"
"Tocantins","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",202882,"Presidente",2014,"Turno 1"
"Maranhão","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",365443,"Presidente",2014,"Turno 1"
"Piauí","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",242069,"Presidente",2014,"Turno 1"
"Ceará","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",676743,"Presidente",2014,"Turno 1"
"R. G. do Norte","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",329866,"Presidente",2014,"Turno 1"
"Paraíba","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",490516,"Presidente",2014,"Turno 1"
"Pernambuco","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",284771,"Presidente",2014,"Turno 1"
"Alagoas","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",311576,"Presidente",2014,"Turno 1"
"Sergipe","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",248424,"Presidente",2014,"Turno 1"
"Bahia","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",1276603,"Presidente",2014,"Turno 1"
"Minas Gerais","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",4414452,"Presidente",2014,"Turno 1"
"Espirito Santo","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",692952,"Presidente",2014,"Turno 1"
"Rio de Janeiro ","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",2246363,"Presidente",2014,"Turno 1"
"São Paulo","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",10152688,"Presidente",2014,"Turno 1"
"Paraná","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",3018548,"Presidente",2014,"Turno 1"
"Santa Catarina","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",1961224,"Presidente",2014,"Turno 1"
"R. G. do Sul","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",2637238,"Presidente",2014,"Turno 1"
"M. G. do Sul","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",558331,"Presidente",2014,"Turno 1"
"Mato Grosso","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",693251,"Presidente",2014,"Turno 1"
"Goiás","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",1340441,"Presidente",2014,"Turno 1"
"Distrito Federal","Aécio Neves ","PSDB","PSDB PSDB PMN SD DEM PEN PTN PTB PTC PT B",568371,"Presidente",2014,"Turno 1"
"Rondônia","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",86148,"Presidente",2014,"Turno 1"
"Acre","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",167499,"Presidente",2014,"Turno 1"
"Amazonas","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",361234,"Presidente",2014,"Turno 1"
"Roraima","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",46936,"Presidente",2014,"Turno 1"
"Pará","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",627012,"Presidente",2014,"Turno 1"
"Amapá","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",77702,"Presidente",2014,"Turno 1"
"Tocantins","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",150568,"Presidente",2014,"Turno 1"
"Maranhão","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",534824,"Presidente",2014,"Turno 1"
"Piauí","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",246121,"Presidente",2014,"Turno 1"
"Ceará","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",638115,"Presidente",2014,"Turno 1"
"R. G. do Norte","Marina Silva ","PSB","PSB PHS PRP PPS PPL PSB PSL",286061,"Presidente",2014,"Turno 1"
